trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
176,False,"{'a': 0.3, 'e': 0.012277339903068438}",30,16,-17.590680840826582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.3, 'e': 0.011974211300803622}",20,0,27.90975261860229,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.3, 'e': 0.011678566970395444}",20,14,11.391179385500067,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.3, 'e': 0.011390222124513367}",35,11,42.79147743082828,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.3, 'e': 0.011108996538242306}",20,12,14.344003126646168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.3, 'e': 0.010834714436436153}",30,22,14.687094502102156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.3, 'e': 0.010567204383852655}",35,12,36.976661458772654,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.3, 'e': 0.01030629917800074}",25,10,28.744246970556453,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.3, 'e': 0.010051835744633576}",20,0,9.58412752805203,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
185,False,"{'a': 0.3, 'e': 0.009803655035821828}",25,16,15.94560760861642,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,15,25.390805650469638,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
